-0.717061 132.600000 287.288037 -0.000063 0.000000
-0.689284 132.600000 287.243585 -0.044515 0.000000
-0.661506 132.600000 287.205393 -0.082707 0.000000
-0.633728 132.600000 287.172991 -0.115109 0.000000
-0.605950 132.600000 287.145389 -0.142711 0.000000
-0.578173 132.600000 287.121780 -0.166320 0.000000
-0.550395 132.600000 287.101508 -0.186592 0.000000
-0.522617 132.600000 287.084037 -0.204063 0.000000
-0.494839 132.600000 287.068924 -0.219176 0.000000
-0.467061 132.600000 287.055805 -0.232295 0.000000
-0.439284 132.600000 287.044378 -0.243722 0.000000
-0.411506 132.600000 287.034392 -0.253708 0.000000
-0.383728 132.600000 287.025639 -0.262461 0.000000
-0.355950 132.600000 287.017942 -0.270158 0.000000
-0.328173 132.600000 287.011154 -0.276946 0.000000
-0.300395 132.600000 287.005150 -0.282950 0.000000
-0.272617 132.600000 286.999827 -0.288273 0.000000
-0.244839 132.600000 286.995093 -0.293007 0.000000
-0.217061 132.600000 286.990873 -0.297227 0.000000
-0.189284 132.600000 286.987103 -0.300997 0.000000
-0.161506 132.600000 286.983726 -0.304374 0.000000
-0.133728 132.600000 286.980694 -0.307406 0.000000
-0.105950 132.600000 286.977966 -0.310134 0.000000
-0.078173 132.600000 286.975506 -0.312594 0.000000
-0.050395 132.600000 286.973284 -0.314816 0.000000
-0.022617 132.600000 286.971272 -0.316828 0.000000
0.005161 132.600000 287.001944 -0.286156 0.000000
0.032939 132.600000 287.203283 -0.084817 0.000000
0.060716 132.600000 287.442860 0.154760 0.000000
0.088494 132.600000 287.723158 0.435058 0.000000
0.116272 132.600000 288.044736 0.756636 0.000000
0.144050 132.600000 288.406038 1.117938 0.000000
0.171827 132.600000 288.803563 1.515463 0.000000
0.199605 132.600000 289.232297 1.944197 0.000000
0.227383 132.600000 289.686264 2.398164 0.000000
0.255161 132.600000 290.159094 2.870994 0.000000
0.282939 132.600000 290.644510 3.356410 0.000000
0.310716 132.855696 291.136681 3.850243 0.031618
0.338494 156.758991 291.621545 4.490479 0.439989
0.366272 213.377090 292.063254 5.300205 0.675444
0.394050 290.057966 292.443788 6.179165 0.852503
0.421827 383.020131 292.757382 7.097013 1.003418
0.449605 490.202762 293.003123 8.039441 1.138041
0.477383 610.265002 293.182837 8.999559 1.261709
0.505161 742.298230 293.300191 9.975129 1.377962
0.532939 885.700602 293.360655 10.967709 1.489502
0.560716 1040.079309 293.373975 11.984491 1.594784
0.588494 1204.025989 293.348224 13.024393 1.683886
0.616272 1376.796452 293.267372 14.066549 1.771240
0.644050 1558.228511 293.126798 15.105283 1.857244
0.671827 1748.230402 292.927614 16.141112 1.942809
0.699605 1946.811840 292.673430 17.177707 2.029024
0.727383 2153.508991 292.367731 18.214004 2.100261
0.755161 2366.795574 292.013570 19.244073 2.165732
0.782939 2586.725799 291.618163 20.276014 2.233314
0.810716 2813.564287 291.188274 21.318307 2.304072
0.838494 3047.652198 290.729786 22.379049 2.375768
0.866272 3288.181819 290.242508 23.452808 2.435414
0.894050 3534.869935 289.730453 24.541758 2.499107
0.921827 3788.171711 289.199971 25.655205 2.567854
0.949605 4048.614388 288.656244 26.801752 2.639142
0.977383 4315.379117 288.095485 27.972295 2.696952
1.005161 4588.182324 287.520146 29.167450 2.760089
1.032939 4867.610161 286.936825 30.397615 2.829624
1.060716 5154.069842 286.348352 31.668266 2.895270
1.088494 5446.592504 285.746640 32.965026 2.956192
1.116272 5745.530154 285.137905 34.296395 3.023771
1.144050 6051.585105 284.528953 35.673740 3.095889
1.171827 6364.078829 283.910206 37.083078 3.155007
1.199605 6682.814266 283.282777 38.524242 3.220956
1.227383 7008.544490 282.656280 40.011734 3.294913
1.255161 7340.976891 282.022577 41.535517 3.354662
1.282939 7679.718586 281.378480 43.089854 3.421516
1.310716 8025.572989 280.736335 44.692048 3.495955
1.338494 8378.057084 280.086500 46.326310 3.554891
1.366272 8737.017423 279.575186 48.141059 3.627212
1.394050 9103.962615 279.252371 50.196048 3.709375
1.421827 9478.605628 279.044803 52.416167 3.785346
1.449605 9861.413399 278.923695 54.775653 3.872782
1.477383 10251.426952 278.900206 55.982089 3.903382
1.505161 10641.544310 279.076783 56.673621 3.900214
1.532939 11031.704126 279.479770 57.591619 3.904020
1.560716 11422.523498 280.066237 58.693968 3.913085
1.588494 11814.436073 280.792477 59.937533 3.925611
1.616272 12207.712903 281.625900 61.290081 3.940164
1.644050 12602.500464 282.545203 62.730503 3.955673
1.671827 12998.852268 283.538017 64.246502 3.971330
1.699605 13396.749309 284.598469 65.832178 3.986474
1.727383 13796.109672 285.725293 67.486158 4.000493
1.755161 14196.788451 286.920533 69.210294 4.012724
1.782939 14598.568263 288.188731 71.008841 4.022362
1.810716 15001.139211 289.536470 72.886470 4.028338
1.838494 15403.816018 290.787632 74.137632 4.023162
1.866272 15805.442918 291.851882 75.201882 4.007986
1.894050 16205.164085 292.824768 76.174768 3.985287
1.921827 16602.278022 293.754566 77.104566 3.955893
1.949605 16996.118897 294.666288 78.016288 3.919770
1.977383 17385.989256 295.572970 78.922970 3.876353
2.005161 17771.114824 296.481268 79.831268 3.824684
2.032939 18150.607770 297.394318 80.744318 3.763453
2.060716 18523.431228 298.313184 81.663184 3.690983
2.088494 18888.365572 299.242780 82.592780 3.605345
2.116272 19243.977152 300.182886 83.532886 3.504016
2.144050 19588.538041 301.127519 84.477519 3.383746
2.171827 19919.967613 302.071618 85.421618 3.240692
2.199605 20238.472527 302.941260 86.057557 3.146111
2.227383 20549.116313 303.633599 86.445465 3.064843
2.255161 20851.089641 304.234382 86.750315 2.972972
2.282939 21143.389721 304.786370 87.015848 2.871446
2.310716 21425.061210 305.308472 87.261912 2.760378
2.338494 21695.138768 305.808773 87.497537 2.639507
2.366272 21952.622050 306.290288 87.726719 2.508418
2.394050 22196.467013 306.753604 87.951066 2.366668
2.421827 22425.586938 307.198118 88.171042 2.213859
2.449605 22638.860600 307.622625 88.386541 2.049709
2.477383 22835.146874 308.025610 88.597166 1.874112
2.505161 23013.305962 308.405398 88.802358 1.687213
